date,order_id,product,quantity,amount,status
2026-04-03,ORD-1866,Koszulka Premium,2,159.98,completed
2026-04-03,ORD-1867,Kubek ceramiczny,4,199.96,completed
2026-04-03,ORD-1868,Kubek ceramiczny,4,199.96,completed
2026-04-03,ORD-1869,Notatnik A5,2,59.98,completed
2026-04-03,ORD-1870,Notatnik A5,3,89.97,completed
2026-04-03,ORD-1871,Torba bawełniana,4,159.96,completed
2026-04-03,ORD-1872,Torba bawełniana,1,39.99,completed
2026-04-03,ORD-1873,Kubek ceramiczny,4,199.96,completed
2026-04-03,ORD-1874,Długopis metalowy,4,79.96,completed
2026-04-03,ORD-1875,Notatnik A5,4,119.96,completed
2026-04-03,ORD-1876,Notatnik A5,4,119.96,completed
2026-04-03,ORD-1877,Długopis metalowy,1,19.99,completed
2026-04-03,ORD-1878,Kubek ceramiczny,3,-149.97,refunded
2026-04-03,ORD-1879,Kubek ceramiczny,3,149.97,completed
2026-04-03,ORD-1880,Notatnik A5,4,119.96,completed
2026-04-03,ORD-1881,Koszulka Premium,1,79.99,completed
2026-04-03,ORD-1882,Długopis metalowy,3,59.97,completed
2026-04-03,ORD-1883,Koszulka Premium,4,319.96,completed
2026-04-03,ORD-1884,Notatnik A5,1,29.99,completed
2026-04-03,ORD-1885,Kubek ceramiczny,3,149.97,completed
2026-04-03,ORD-1886,Koszulka Premium,4,319.96,completed
2026-04-03,ORD-1887,Koszulka Premium,4,319.96,completed
2026-04-03,ORD-1888,Koszulka Premium,2,159.98,completed
2026-04-03,ORD-1889,Długopis metalowy,3,59.97,completed
2026-04-03,ORD-1890,Długopis metalowy,4,79.96,completed
2026-04-03,ORD-1891,Kubek ceramiczny,2,99.98,completed
2026-04-03,ORD-1892,Koszulka Premium,3,239.97,completed
2026-04-03,ORD-1893,Długopis metalowy,2,39.98,completed
2026-04-04,ORD-1894,Torba bawełniana,3,119.97,completed
2026-04-04,ORD-1895,Długopis metalowy,1,19.99,completed
2026-04-04,ORD-1896,Notatnik A5,1,29.99,completed
2026-04-04,ORD-1897,Kubek ceramiczny,2,99.98,completed
2026-04-04,ORD-1898,Torba bawełniana,2,79.98,completed
2026-04-04,ORD-1899,Notatnik A5,4,119.96,completed
2026-04-04,ORD-1900,Torba bawełniana,4,159.96,completed
2026-04-04,ORD-1901,Koszulka Premium,1,79.99,completed
2026-04-04,ORD-1902,Torba bawełniana,3,119.97,completed
2026-04-04,ORD-1903,Notatnik A5,3,89.97,completed
2026-04-04,ORD-1904,Koszulka Premium,4,319.96,completed
2026-04-04,ORD-1905,Torba bawełniana,1,39.99,completed
2026-04-04,ORD-1906,Notatnik A5,2,59.98,completed
2026-04-04,ORD-1907,Kubek ceramiczny,4,199.96,completed
2026-04-04,ORD-1908,Torba bawełniana,3,119.97,completed
2026-04-04,ORD-1909,Kubek ceramiczny,4,199.96,completed
2026-04-04,ORD-1910,Koszulka Premium,1,79.99,completed
2026-04-04,ORD-1911,Notatnik A5,1,29.99,completed
2026-04-04,ORD-1912,Kubek ceramiczny,4,199.96,completed
2026-04-04,ORD-1913,Notatnik A5,2,59.98,completed
2026-04-04,ORD-1914,Kubek ceramiczny,3,149.97,completed
2026-04-04,ORD-1915,Torba bawełniana,1,39.99,completed
2026-04-04,ORD-1916,Torba bawełniana,1,39.99,completed
2026-04-04,ORD-1917,Kubek ceramiczny,1,49.99,completed
2026-04-04,ORD-1918,Torba bawełniana,2,79.98,completed
2026-04-04,ORD-1919,Koszulka Premium,1,-79.99,refunded
2026-04-04,ORD-1920,Notatnik A5,1,29.99,completed
2026-04-04,ORD-1921,Kubek ceramiczny,4,-199.96,refunded
2026-04-04,ORD-1922,Torba bawełniana,1,39.99,completed
2026-04-04,ORD-1923,Notatnik A5,2,59.98,completed
2026-04-04,ORD-1924,Kubek ceramiczny,4,199.96,completed
2026-04-04,ORD-1925,Koszulka Premium,1,79.99,completed
2026-04-04,ORD-1926,Torba bawełniana,2,79.98,completed
2026-04-04,ORD-1927,Kubek ceramiczny,2,99.98,completed
2026-04-04,ORD-1928,Długopis metalowy,1,19.99,completed
2026-04-04,ORD-1929,Kubek ceramiczny,4,199.96,completed
2026-04-04,ORD-1930,Kubek ceramiczny,2,99.98,completed
2026-04-04,ORD-1931,Długopis metalowy,4,79.96,completed
2026-04-04,ORD-1932,Koszulka Premium,1,79.99,completed
2026-04-04,ORD-1933,Koszulka Premium,4,319.96,completed
2026-04-04,ORD-1934,Notatnik A5,3,89.97,completed
2026-04-04,ORD-1935,Kubek ceramiczny,3,149.97,completed
2026-04-04,ORD-1936,Kubek ceramiczny,3,149.97,completed
2026-04-04,ORD-1937,Koszulka Premium,3,239.97,completed
2026-04-04,ORD-1938,Długopis metalowy,2,39.98,completed
2026-04-04,ORD-1939,Torba bawełniana,1,39.99,completed
2026-04-04,ORD-1940,Kubek ceramiczny,4,199.96,completed
2026-04-04,ORD-1941,Kubek ceramiczny,4,199.96,completed
2026-04-04,ORD-1942,Koszulka Premium,1,79.99,completed
2026-04-04,ORD-1943,Torba bawełniana,2,79.98,completed
2026-04-04,ORD-1944,Długopis metalowy,4,79.96,completed
2026-04-04,ORD-1945,Kubek ceramiczny,4,199.96,completed
2026-04-04,ORD-1946,Koszulka Premium,1,79.99,completed
2026-04-04,ORD-1947,Koszulka Premium,3,239.97,completed
2026-04-04,ORD-1948,Koszulka Premium,4,319.96,completed
2026-04-04,ORD-1949,Długopis metalowy,4,79.96,completed
2026-04-04,ORD-1950,Notatnik A5,1,29.99,completed
2026-04-04,ORD-1951,Długopis metalowy,2,39.98,completed
2026-04-05,ORD-1952,Koszulka Premium,2,159.98,completed
2026-04-05,ORD-1953,Kubek ceramiczny,3,149.97,completed
2026-04-05,ORD-1954,Koszulka Premium,3,239.97,completed
2026-04-05,ORD-1955,Kubek ceramiczny,1,49.99,completed
2026-04-05,ORD-1956,Notatnik A5,1,29.99,completed
2026-04-05,ORD-1957,Długopis metalowy,1,19.99,completed
2026-04-05,ORD-1958,Kubek ceramiczny,1,-49.99,refunded
2026-04-05,ORD-1959,Kubek ceramiczny,1,49.99,completed
2026-04-05,ORD-1960,Torba bawełniana,3,119.97,completed
2026-04-05,ORD-1961,Kubek ceramiczny,3,149.97,completed
2026-04-05,ORD-1962,Koszulka Premium,1,79.99,completed
2026-04-05,ORD-1963,Notatnik A5,3,89.97,completed
2026-04-05,ORD-1964,Torba bawełniana,1,39.99,completed
2026-04-05,ORD-1965,Długopis metalowy,3,59.97,completed
2026-04-05,ORD-1966,Długopis metalowy,2,39.98,completed
2026-04-05,ORD-1967,Torba bawełniana,1,39.99,completed
2026-04-05,ORD-1968,Koszulka Premium,2,159.98,completed
2026-04-05,ORD-1969,Koszulka Premium,1,79.99,completed
2026-04-05,ORD-1970,Koszulka Premium,2,159.98,completed
2026-04-05,ORD-1971,Torba bawełniana,4,159.96,completed
2026-04-05,ORD-1972,Kubek ceramiczny,1,49.99,completed
2026-04-05,ORD-1973,Notatnik A5,2,59.98,completed
2026-04-05,ORD-1974,Notatnik A5,3,89.97,completed
2026-04-05,ORD-1975,Koszulka Premium,3,239.97,completed
2026-04-05,ORD-1976,Koszulka Premium,2,159.98,completed
2026-04-05,ORD-1977,Długopis metalowy,1,19.99,completed
2026-04-05,ORD-1978,Koszulka Premium,4,319.96,completed
2026-04-05,ORD-1979,Torba bawełniana,3,119.97,completed
2026-04-05,ORD-1980,Notatnik A5,1,29.99,completed
2026-04-05,ORD-1981,Torba bawełniana,3,119.97,completed
2026-04-05,ORD-1982,Kubek ceramiczny,4,199.96,completed
2026-04-05,ORD-1983,Notatnik A5,2,59.98,completed
2026-04-05,ORD-1984,Długopis metalowy,2,39.98,completed
2026-04-05,ORD-1985,Notatnik A5,1,29.99,completed
2026-04-05,ORD-1986,Torba bawełniana,1,39.99,completed
2026-04-05,ORD-1987,Koszulka Premium,4,319.96,completed
2026-04-05,ORD-1988,Torba bawełniana,1,39.99,completed
2026-04-05,ORD-1989,Kubek ceramiczny,4,199.96,completed
2026-04-05,ORD-1990,Koszulka Premium,2,159.98,completed
2026-04-05,ORD-1991,Koszulka Premium,1,79.99,completed
2026-04-05,ORD-1992,Długopis metalowy,4,79.96,completed
2026-04-05,ORD-1993,Torba bawełniana,4,159.96,completed
2026-04-06,ORD-1994,Długopis metalowy,1,19.99,completed
2026-04-06,ORD-1995,Notatnik A5,1,29.99,completed
2026-04-06,ORD-1996,Koszulka Premium,4,319.96,completed
2026-04-06,ORD-1997,Kubek ceramiczny,2,99.98,completed
2026-04-06,ORD-1998,Torba bawełniana,4,159.96,completed
2026-04-06,ORD-1999,Torba bawełniana,3,119.97,completed
2026-04-06,ORD-2000,Kubek ceramiczny,1,49.99,completed
2026-04-06,ORD-2001,Kubek ceramiczny,1,49.99,completed
2026-04-06,ORD-2002,Kubek ceramiczny,4,199.96,completed
2026-04-06,ORD-2003,Notatnik A5,1,29.99,completed
2026-04-06,ORD-2004,Kubek ceramiczny,4,199.96,completed
2026-04-06,ORD-2005,Torba bawełniana,1,39.99,completed
2026-04-06,ORD-2006,Torba bawełniana,1,39.99,completed
2026-04-06,ORD-2007,Torba bawełniana,2,79.98,completed
2026-04-06,ORD-2008,Kubek ceramiczny,3,149.97,completed
2026-04-06,ORD-2009,Koszulka Premium,3,239.97,completed
2026-04-06,ORD-2010,Kubek ceramiczny,1,49.99,completed
2026-04-06,ORD-2011,Notatnik A5,2,59.98,completed
2026-04-06,ORD-2012,Koszulka Premium,2,159.98,completed
2026-04-06,ORD-2013,Koszulka Premium,2,159.98,completed
2026-04-06,ORD-2014,Notatnik A5,3,89.97,completed
2026-04-06,ORD-2015,Koszulka Premium,3,239.97,completed
2026-04-06,ORD-2016,Koszulka Premium,1,79.99,completed
2026-04-06,ORD-2017,Kubek ceramiczny,4,199.96,completed
2026-04-06,ORD-2018,Koszulka Premium,3,239.97,completed
2026-04-06,ORD-2019,Notatnik A5,1,29.99,completed
2026-04-06,ORD-2020,Długopis metalowy,4,79.96,completed
2026-04-07,ORD-2021,Notatnik A5,1,29.99,completed
2026-04-07,ORD-2022,Notatnik A5,2,59.98,completed
2026-04-07,ORD-2023,Kubek ceramiczny,3,149.97,completed
2026-04-07,ORD-2024,Kubek ceramiczny,1,49.99,completed
2026-04-07,ORD-2025,Długopis metalowy,2,39.98,completed
2026-04-07,ORD-2026,Notatnik A5,4,119.96,completed
2026-04-07,ORD-2027,Notatnik A5,1,29.99,completed
2026-04-07,ORD-2028,Notatnik A5,2,59.98,completed
2026-04-07,ORD-2029,Długopis metalowy,2,39.98,completed
2026-04-07,ORD-2030,Długopis metalowy,1,19.99,completed
2026-04-07,ORD-2031,Torba bawełniana,4,159.96,completed
2026-04-07,ORD-2032,Notatnik A5,3,89.97,completed
2026-04-07,ORD-2033,Długopis metalowy,3,59.97,completed
2026-04-07,ORD-2034,Kubek ceramiczny,1,49.99,completed
2026-04-07,ORD-2035,Kubek ceramiczny,1,49.99,completed
2026-04-07,ORD-2036,Torba bawełniana,1,39.99,completed
2026-04-07,ORD-2037,Notatnik A5,3,89.97,completed
2026-04-07,ORD-2038,Kubek ceramiczny,2,99.98,completed
2026-04-07,ORD-2039,Kubek ceramiczny,3,149.97,completed
2026-04-07,ORD-2040,Koszulka Premium,2,159.98,completed
2026-04-07,ORD-2041,Notatnik A5,3,89.97,completed
2026-04-07,ORD-2042,Kubek ceramiczny,2,99.98,completed
2026-04-07,ORD-2043,Torba bawełniana,3,119.97,completed
2026-04-07,ORD-2044,Koszulka Premium,3,239.97,completed
2026-04-07,ORD-2045,Długopis metalowy,2,39.98,completed
2026-04-07,ORD-2046,Kubek ceramiczny,4,199.96,completed
2026-04-07,ORD-2047,Kubek ceramiczny,4,-199.96,refunded
2026-04-07,ORD-2048,Koszulka Premium,2,159.98,completed
2026-04-07,ORD-2049,Koszulka Premium,4,-319.96,refunded
2026-04-07,ORD-2050,Długopis metalowy,2,39.98,completed
2026-04-07,ORD-2051,Torba bawełniana,2,79.98,completed
2026-04-07,ORD-2052,Torba bawełniana,1,-39.99,refunded
2026-04-07,ORD-2053,Długopis metalowy,2,39.98,completed
2026-04-07,ORD-2054,Długopis metalowy,3,59.97,completed
2026-04-07,ORD-2055,Torba bawełniana,4,159.96,completed
2026-04-07,ORD-2056,Torba bawełniana,3,119.97,completed
2026-04-07,ORD-2057,Kubek ceramiczny,4,199.96,completed
2026-04-08,ORD-2058,Notatnik A5,3,89.97,completed
2026-04-08,ORD-2059,Długopis metalowy,3,59.97,completed
2026-04-08,ORD-2060,Długopis metalowy,2,39.98,completed
2026-04-08,ORD-2061,Torba bawełniana,2,79.98,completed
2026-04-08,ORD-2062,Koszulka Premium,4,319.96,completed
2026-04-08,ORD-2063,Długopis metalowy,1,19.99,completed
2026-04-08,ORD-2064,Torba bawełniana,2,79.98,completed
2026-04-08,ORD-2065,Koszulka Premium,4,319.96,completed
2026-04-08,ORD-2066,Koszulka Premium,2,159.98,completed
2026-04-08,ORD-2067,Torba bawełniana,2,79.98,completed
2026-04-08,ORD-2068,Koszulka Premium,3,239.97,completed
2026-04-08,ORD-2069,Torba bawełniana,2,79.98,completed
2026-04-08,ORD-2070,Koszulka Premium,3,239.97,completed
2026-04-08,ORD-2071,Koszulka Premium,1,79.99,completed
2026-04-08,ORD-2072,Notatnik A5,4,119.96,completed
2026-04-08,ORD-2073,Notatnik A5,4,119.96,completed
2026-04-08,ORD-2074,Torba bawełniana,4,159.96,completed
2026-04-08,ORD-2075,Notatnik A5,2,59.98,completed
2026-04-08,ORD-2076,Koszulka Premium,1,79.99,completed
2026-04-08,ORD-2077,Torba bawełniana,3,119.97,completed
2026-04-08,ORD-2078,Koszulka Premium,3,239.97,completed
2026-04-08,ORD-2079,Notatnik A5,2,59.98,completed
2026-04-08,ORD-2080,Długopis metalowy,1,19.99,completed
2026-04-08,ORD-2081,Długopis metalowy,4,79.96,completed
2026-04-08,ORD-2082,Notatnik A5,2,59.98,completed
2026-04-08,ORD-2083,Notatnik A5,2,59.98,completed
2026-04-08,ORD-2084,Torba bawełniana,2,79.98,completed
2026-04-08,ORD-2085,Notatnik A5,3,89.97,completed
2026-04-08,ORD-2086,Torba bawełniana,2,79.98,completed
2026-04-08,ORD-2087,Notatnik A5,4,119.96,completed
2026-04-08,ORD-2088,Torba bawełniana,1,39.99,completed
2026-04-08,ORD-2089,Torba bawełniana,4,159.96,completed
2026-04-08,ORD-2090,Koszulka Premium,2,159.98,completed
2026-04-08,ORD-2091,Torba bawełniana,1,39.99,completed
2026-04-08,ORD-2092,Koszulka Premium,3,239.97,completed
2026-04-08,ORD-2093,Notatnik A5,4,119.96,completed
2026-04-08,ORD-2094,Torba bawełniana,1,39.99,completed
2026-04-08,ORD-2095,Notatnik A5,2,59.98,completed
2026-04-08,ORD-2096,Notatnik A5,3,89.97,completed
2026-04-08,ORD-2097,Koszulka Premium,3,239.97,completed
2026-04-08,ORD-2098,Torba bawełniana,2,79.98,completed
2026-04-08,ORD-2099,Długopis metalowy,1,19.99,completed
2026-04-08,ORD-2100,Koszulka Premium,1,79.99,completed
2026-04-08,ORD-2101,Długopis metalowy,4,79.96,completed
2026-04-08,ORD-2102,Długopis metalowy,2,39.98,completed
2026-04-08,ORD-2103,Notatnik A5,4,119.96,completed
2026-04-08,ORD-2104,Notatnik A5,2,59.98,completed
2026-04-08,ORD-2105,Koszulka Premium,4,319.96,completed
2026-04-08,ORD-2106,Koszulka Premium,2,159.98,completed
2026-04-08,ORD-2107,Notatnik A5,2,59.98,completed
2026-04-08,ORD-2108,Kubek ceramiczny,2,99.98,completed
2026-04-08,ORD-2109,Kubek ceramiczny,1,49.99,completed
2026-04-08,ORD-2110,Notatnik A5,2,59.98,completed
2026-04-08,ORD-2111,Kubek ceramiczny,3,149.97,completed
2026-04-08,ORD-2112,Koszulka Premium,1,79.99,completed
2026-04-09,ORD-2113,Długopis metalowy,3,59.97,completed
2026-04-09,ORD-2114,Długopis metalowy,4,79.96,completed
2026-04-09,ORD-2115,Koszulka Premium,4,319.96,completed
2026-04-09,ORD-2116,Kubek ceramiczny,2,99.98,completed
2026-04-09,ORD-2117,Długopis metalowy,1,19.99,completed
2026-04-09,ORD-2118,Długopis metalowy,1,19.99,completed
2026-04-09,ORD-2119,Długopis metalowy,3,59.97,completed
2026-04-09,ORD-2120,Torba bawełniana,4,159.96,completed
2026-04-09,ORD-2121,Długopis metalowy,4,-79.96,refunded
2026-04-09,ORD-2122,Torba bawełniana,4,159.96,completed
2026-04-09,ORD-2123,Długopis metalowy,4,-79.96,refunded
2026-04-09,ORD-2124,Torba bawełniana,2,79.98,completed
2026-04-09,ORD-2125,Notatnik A5,3,89.97,completed
2026-04-09,ORD-2126,Koszulka Premium,3,239.97,completed
2026-04-09,ORD-2127,Torba bawełniana,3,119.97,completed
2026-04-09,ORD-2128,Notatnik A5,1,29.99,completed
2026-04-09,ORD-2129,Kubek ceramiczny,2,99.98,completed
2026-04-09,ORD-2130,Notatnik A5,3,89.97,completed
2026-04-09,ORD-2131,Notatnik A5,1,29.99,completed
2026-04-09,ORD-2132,Kubek ceramiczny,4,199.96,completed
2026-04-09,ORD-2133,Długopis metalowy,3,59.97,completed
2026-04-09,ORD-2134,Długopis metalowy,2,39.98,completed
2026-04-09,ORD-2135,Długopis metalowy,4,79.96,completed
2026-04-09,ORD-2136,Długopis metalowy,1,19.99,completed
2026-04-09,ORD-2137,Kubek ceramiczny,1,49.99,completed
2026-04-09,ORD-2138,Notatnik A5,1,29.99,completed
2026-04-09,ORD-2139,Kubek ceramiczny,3,149.97,completed
2026-04-09,ORD-2140,Notatnik A5,4,119.96,completed
2026-04-09,ORD-2141,Koszulka Premium,1,79.99,completed
2026-04-09,ORD-2142,Notatnik A5,4,119.96,completed
2026-04-09,ORD-2143,Notatnik A5,3,89.97,completed
2026-04-09,ORD-2144,Torba bawełniana,1,39.99,completed
2026-04-09,ORD-2145,Notatnik A5,1,29.99,completed
2026-04-09,ORD-2146,Długopis metalowy,2,39.98,completed
2026-04-09,ORD-2147,Kubek ceramiczny,2,99.98,completed
2026-04-09,ORD-2148,Notatnik A5,1,29.99,completed
2026-04-09,ORD-2149,Koszulka Premium,4,319.96,completed
2026-04-10,ORD-2150,Kubek ceramiczny,1,49.99,completed
2026-04-10,ORD-2151,Długopis metalowy,3,59.97,completed
2026-04-10,ORD-2152,Torba bawełniana,4,159.96,completed
2026-04-10,ORD-2153,Torba bawełniana,4,159.96,completed
2026-04-10,ORD-2154,Notatnik A5,3,89.97,completed
2026-04-10,ORD-2155,Długopis metalowy,4,79.96,completed
2026-04-10,ORD-2156,Koszulka Premium,3,239.97,completed
2026-04-10,ORD-2157,Długopis metalowy,3,59.97,completed
2026-04-10,ORD-2158,Koszulka Premium,4,319.96,completed
2026-04-10,ORD-2159,Torba bawełniana,3,119.97,completed
2026-04-10,ORD-2160,Torba bawełniana,3,119.97,completed
2026-04-10,ORD-2161,Długopis metalowy,2,39.98,completed
2026-04-10,ORD-2162,Długopis metalowy,4,79.96,completed
2026-04-10,ORD-2163,Kubek ceramiczny,1,49.99,completed
2026-04-10,ORD-2164,Torba bawełniana,3,119.97,completed
2026-04-10,ORD-2165,Notatnik A5,4,119.96,completed
2026-04-10,ORD-2166,Długopis metalowy,2,39.98,completed
2026-04-10,ORD-2167,Kubek ceramiczny,4,199.96,completed
2026-04-10,ORD-2168,Torba bawełniana,3,119.97,completed
2026-04-10,ORD-2169,Długopis metalowy,2,39.98,completed
2026-04-10,ORD-2170,Notatnik A5,2,59.98,completed
2026-04-10,ORD-2171,Długopis metalowy,2,39.98,completed
2026-04-10,ORD-2172,Torba bawełniana,1,39.99,completed
2026-04-10,ORD-2173,Kubek ceramiczny,3,149.97,completed
2026-04-10,ORD-2174,Torba bawełniana,3,119.97,completed
2026-04-10,ORD-2175,Torba bawełniana,4,159.96,completed
2026-04-10,ORD-2176,Notatnik A5,1,29.99,completed
2026-04-10,ORD-2177,Długopis metalowy,1,19.99,completed
2026-04-10,ORD-2178,Kubek ceramiczny,1,49.99,completed
2026-04-10,ORD-2179,Notatnik A5,3,89.97,completed
2026-04-10,ORD-2180,Kubek ceramiczny,2,99.98,completed
2026-04-10,ORD-2181,Torba bawełniana,4,159.96,completed
2026-04-10,ORD-2182,Notatnik A5,2,59.98,completed
2026-04-10,ORD-2183,Kubek ceramiczny,1,49.99,completed
2026-04-10,ORD-2184,Kubek ceramiczny,3,149.97,completed
2026-04-10,ORD-2185,Koszulka Premium,4,319.96,completed
2026-04-10,ORD-2186,Kubek ceramiczny,2,99.98,completed
2026-04-10,ORD-2187,Koszulka Premium,2,159.98,completed
2026-04-10,ORD-2188,Notatnik A5,4,119.96,completed
2026-04-10,ORD-2189,Notatnik A5,4,-119.96,refunded
2026-04-10,ORD-2190,Długopis metalowy,2,39.98,completed
2026-04-10,ORD-2191,Koszulka Premium,3,239.97,completed
2026-04-10,ORD-2192,Długopis metalowy,2,-39.98,refunded
2026-04-10,ORD-2193,Koszulka Premium,2,159.98,completed
2026-04-10,ORD-2194,Torba bawełniana,3,119.97,completed
2026-04-11,ORD-2195,Długopis metalowy,3,59.97,completed
2026-04-11,ORD-2196,Koszulka Premium,3,239.97,completed
2026-04-11,ORD-2197,Notatnik A5,3,89.97,completed
2026-04-11,ORD-2198,Kubek ceramiczny,3,149.97,completed
2026-04-11,ORD-2199,Notatnik A5,3,89.97,completed
2026-04-11,ORD-2200,Kubek ceramiczny,4,-199.96,refunded
2026-04-11,ORD-2201,Kubek ceramiczny,2,99.98,completed
2026-04-11,ORD-2202,Koszulka Premium,2,159.98,completed
2026-04-11,ORD-2203,Koszulka Premium,4,319.96,completed
2026-04-11,ORD-2204,Torba bawełniana,1,39.99,completed
2026-04-11,ORD-2205,Koszulka Premium,1,79.99,completed
2026-04-11,ORD-2206,Koszulka Premium,1,79.99,completed
2026-04-11,ORD-2207,Notatnik A5,4,119.96,completed
2026-04-11,ORD-2208,Długopis metalowy,3,59.97,completed
2026-04-11,ORD-2209,Kubek ceramiczny,2,99.98,completed
2026-04-11,ORD-2210,Koszulka Premium,3,239.97,completed
2026-04-11,ORD-2211,Koszulka Premium,3,239.97,completed
2026-04-11,ORD-2212,Kubek ceramiczny,4,199.96,completed
2026-04-11,ORD-2213,Koszulka Premium,1,79.99,completed
2026-04-11,ORD-2214,Koszulka Premium,4,319.96,completed
2026-04-11,ORD-2215,Kubek ceramiczny,3,149.97,completed
2026-04-11,ORD-2216,Kubek ceramiczny,3,149.97,completed
2026-04-11,ORD-2217,Torba bawełniana,2,-79.98,refunded
2026-04-11,ORD-2218,Notatnik A5,2,59.98,completed
2026-04-11,ORD-2219,Notatnik A5,3,89.97,completed
2026-04-11,ORD-2220,Koszulka Premium,1,79.99,completed
2026-04-11,ORD-2221,Długopis metalowy,4,79.96,completed
2026-04-11,ORD-2222,Koszulka Premium,1,79.99,completed
2026-04-11,ORD-2223,Koszulka Premium,3,239.97,completed
2026-04-11,ORD-2224,Notatnik A5,3,89.97,completed
2026-04-11,ORD-2225,Koszulka Premium,1,79.99,completed
2026-04-11,ORD-2226,Koszulka Premium,3,239.97,completed
2026-04-11,ORD-2227,Torba bawełniana,4,159.96,completed
2026-04-11,ORD-2228,Koszulka Premium,1,-79.99,refunded
2026-04-11,ORD-2229,Kubek ceramiczny,2,99.98,completed
2026-04-11,ORD-2230,Notatnik A5,3,89.97,completed
2026-04-11,ORD-2231,Koszulka Premium,3,239.97,completed
2026-04-11,ORD-2232,Kubek ceramiczny,1,49.99,completed
2026-04-11,ORD-2233,Notatnik A5,3,89.97,completed
2026-04-11,ORD-2234,Notatnik A5,4,119.96,completed
2026-04-11,ORD-2235,Kubek ceramiczny,1,49.99,completed
2026-04-11,ORD-2236,Koszulka Premium,2,159.98,completed
2026-04-11,ORD-2237,Długopis metalowy,4,79.96,completed
2026-04-11,ORD-2238,Notatnik A5,2,59.98,completed
2026-04-11,ORD-2239,Torba bawełniana,1,39.99,completed
2026-04-11,ORD-2240,Kubek ceramiczny,4,199.96,completed
2026-04-12,ORD-2241,Notatnik A5,4,119.96,completed
2026-04-12,ORD-2242,Torba bawełniana,3,-119.97,refunded
2026-04-12,ORD-2243,Długopis metalowy,2,39.98,completed
2026-04-12,ORD-2244,Torba bawełniana,1,39.99,completed
2026-04-12,ORD-2245,Kubek ceramiczny,4,199.96,completed
2026-04-12,ORD-2246,Notatnik A5,2,59.98,completed
2026-04-12,ORD-2247,Długopis metalowy,1,-19.99,refunded
2026-04-12,ORD-2248,Kubek ceramiczny,4,199.96,completed
2026-04-12,ORD-2249,Kubek ceramiczny,1,49.99,completed
2026-04-12,ORD-2250,Torba bawełniana,2,79.98,completed
2026-04-12,ORD-2251,Torba bawełniana,1,39.99,completed
2026-04-12,ORD-2252,Długopis metalowy,4,79.96,completed
2026-04-12,ORD-2253,Kubek ceramiczny,1,49.99,completed
2026-04-12,ORD-2254,Długopis metalowy,4,79.96,completed
2026-04-12,ORD-2255,Notatnik A5,4,119.96,completed
2026-04-12,ORD-2256,Notatnik A5,1,29.99,completed
2026-04-12,ORD-2257,Notatnik A5,1,29.99,completed
2026-04-12,ORD-2258,Koszulka Premium,1,79.99,completed
2026-04-12,ORD-2259,Długopis metalowy,3,59.97,completed
2026-04-12,ORD-2260,Długopis metalowy,2,39.98,completed
2026-04-12,ORD-2261,Notatnik A5,3,89.97,completed
2026-04-12,ORD-2262,Koszulka Premium,2,159.98,completed
2026-04-12,ORD-2263,Torba bawełniana,4,159.96,completed
2026-04-12,ORD-2264,Torba bawełniana,4,159.96,completed
2026-04-12,ORD-2265,Kubek ceramiczny,1,49.99,completed
2026-04-12,ORD-2266,Torba bawełniana,3,119.97,completed
2026-04-12,ORD-2267,Koszulka Premium,2,159.98,completed
2026-04-12,ORD-2268,Notatnik A5,1,29.99,completed
2026-04-12,ORD-2269,Kubek ceramiczny,2,99.98,completed
2026-04-12,ORD-2270,Notatnik A5,2,59.98,completed
2026-04-12,ORD-2271,Kubek ceramiczny,3,149.97,completed
2026-04-12,ORD-2272,Notatnik A5,1,29.99,completed
2026-04-12,ORD-2273,Długopis metalowy,1,19.99,completed
2026-04-12,ORD-2274,Notatnik A5,4,119.96,completed
2026-04-12,ORD-2275,Długopis metalowy,2,39.98,completed
2026-04-13,ORD-2276,Długopis metalowy,1,19.99,completed
2026-04-13,ORD-2277,Notatnik A5,4,119.96,completed
2026-04-13,ORD-2278,Kubek ceramiczny,2,99.98,completed
2026-04-13,ORD-2279,Kubek ceramiczny,1,49.99,completed
2026-04-13,ORD-2280,Długopis metalowy,3,59.97,completed
2026-04-13,ORD-2281,Notatnik A5,4,119.96,completed
2026-04-13,ORD-2282,Kubek ceramiczny,3,149.97,completed
2026-04-13,ORD-2283,Torba bawełniana,3,119.97,completed
2026-04-13,ORD-2284,Kubek ceramiczny,2,99.98,completed
2026-04-13,ORD-2285,Długopis metalowy,3,59.97,completed
2026-04-13,ORD-2286,Długopis metalowy,3,59.97,completed
2026-04-13,ORD-2287,Długopis metalowy,2,39.98,completed
2026-04-13,ORD-2288,Długopis metalowy,3,59.97,completed
2026-04-13,ORD-2289,Kubek ceramiczny,2,99.98,completed
2026-04-13,ORD-2290,Torba bawełniana,1,39.99,completed
2026-04-13,ORD-2291,Długopis metalowy,4,79.96,completed
2026-04-13,ORD-2292,Notatnik A5,3,89.97,completed
2026-04-13,ORD-2293,Notatnik A5,1,29.99,completed
2026-04-13,ORD-2294,Koszulka Premium,4,319.96,completed
2026-04-13,ORD-2295,Koszulka Premium,2,159.98,completed
2026-04-13,ORD-2296,Kubek ceramiczny,3,149.97,completed
2026-04-13,ORD-2297,Kubek ceramiczny,1,49.99,completed
2026-04-13,ORD-2298,Torba bawełniana,2,79.98,completed
